Tree Species,Common Name,Diameter at Breast Height (in Feet),Number of Trunks,Location Type,Location
Acer rubrum,"maple, red",18,1,Street,"(40.10832075920, -88.28009022760)"
Liquidambar styraciflua,"sweetgum, American",24,1,Street,"(40.10521597550, -88.28766142370)"
Liquidambar styraciflua,"sweetgum, American",20,1,Street,"(40.10521398850, -88.28756518790)"
Liquidambar styraciflua,"sweetgum, American",22,1,Street,"(40.10521782740, -88.28741578890)"
Acer saccharinum,"maple, silver",28,1,Street,"(40.10521388910, -88.28731447790)"
Liriodendron tulipifera,tuliptree,5,1,Street,"(40.10790056750, -88.27502228160)"
Quercus muehlenbergii,"oak, chinkapin",5,1,Street,"(40.10599201290, -88.27364518710)"
vacant site large,"vacant site, large",0,0,Street,"(40.12222163940, -88.22968385100)"
vacant site large,"vacant site, large",0,0,Street,"(40.12221531970, -88.22992283280)"
Acer platanoides,"maple, Norway",14,1,Street,"(40.10521183420, -88.28704857590)"
Liquidambar styraciflua,"sweetgum, American",21,1,Street,"(40.10520384870, -88.28650912400)"
Liquidambar styraciflua,"sweetgum, American",23,1,Street,"(40.10520569200, -88.28624826000)"
Acer campestre,"maple, hedge",4,1,Street,"(40.10512976820, -88.28606091460)"
Acer saccharum,"maple, sugar",7,1,Street,"(40.10500140770, -88.28606354160)"
Acer saccharinum,"maple, silver",26,1,Street,"(40.10614366490, -88.28657515310)"
Acer saccharinum,"maple, silver",17,1,Street,"(40.10610933220, -88.28666469410)"
vacant site large,"vacant site, large",0,0,Street,"(40.12006564240, -88.23651336850)"
Acer saccharinum,"maple, silver",37,1,Street,"(40.10611750910, -88.29101490260)"
Acer saccharinum,"maple, silver",26,1,Street,"(40.10611906210, -88.29120852250)"
Acer saccharinum,"maple, silver",24,1,Street,"(40.10611761320, -88.29130054340)"
Acer saccharinum,"maple, silver",25,1,Street,"(40.10612356580, -88.29144046440)"
Fraxinus pennsylvanica,"ash, green",21,1,Street,"(40.10607083550, -88.29363195790)"
vacant site large,"vacant site, large",0,0,Street,"(40.12006467780, -88.23667313260)"
vacant site large,"vacant site, large",0,0,Street,"(40.12006374410, -88.23683718750)"
vacant site large,"vacant site, large",0,0,Street,"(40.12006518020, -88.23727692620)"
Cercis canadensis,"redbud, eastern",9,1,Street,"(40.10604082230, -88.29384622360)"
Betula populifolia,"birch, gray",4,1,Street,"(40.10604084630, -88.29391679360)"
Acer saccharinum,"maple, silver",50,1,Street,"(40.10750272120, -88.29429998200)"
vacant site large,"vacant site, large",0,0,Street,"(40.11930793870, -88.23850466100)"
vacant site large,"vacant site, large",0,0,Street,"(40.11919680860, -88.23736156840)"
vacant site large,"vacant site, large",0,0,Street,"(40.11824244270, -88.23849198170)"
vacant site large,"vacant site, large",0,0,Street,"(40.11824231760, -88.23833930320)"
Cercidiphyllum japonicum,katsuratree,8,3,Street,"(40.10668722250, -88.24989139570)"
Gleditsia triacanthos inermis,"honeylocust, thornless",17,1,Street,"(40.10368298210, -88.29216965840)"
Cercis canadensis,"redbud, eastern",10,1,Street,"(40.10371311770, -88.29199936990)"
Acer rubrum,"maple, red",33,1,Street,"(40.10378841250, -88.29160634020)"
Liriodendron tulipifera,tuliptree,22,1,Street,"(40.10391155410, -88.29144253620)"
Fraxinus pennsylvanica,"ash, green",24,1,Street,"(40.10354512530, -88.29391397990)"
vacant site large,"vacant site, large",0,0,Street,"(40.11824210970, -88.23808618570)"
vacant site large,"vacant site, large",0,0,Street,"(40.11824184760, -88.23776802800)"
vacant site large,"vacant site, large",0,0,Street,"(40.11824272670, -88.23753614820)"
Liquidambar styraciflua,"sweetgum, American",17,1,Street,"(40.10354415310, -88.29404195990)"
Acer rubrum,"maple, red",20,1,Street,"(40.10354211650, -88.29418885140)"
Acer saccharum,"maple, sugar",13,1,Street,"(40.10355631190, -88.29485372890)"
Acer saccharinum,"maple, silver",25,1,Street,"(40.10355945950, -88.29499117990)"
Acer rubrum,"maple, red",13,1,Street,"(40.10355742870, -88.29507604790)"
Fraxinus pennsylvanica,"ash, green",26,1,Street,"(40.10271621550, -88.29376767690)"
Acer saccharinum,"maple, silver",27,1,Street,"(40.10275996240, -88.29286404840)"
Acer saccharum,"maple, sugar",3,1,Street,"(40.09292989600, -88.24926350440)"
Quercus palustris,"oak, pin",28,1,Street,"(40.10310168270, -88.29104347510)"
Tilia cordata,"linden, littleleaf",12,1,Street,"(40.10319548110, -88.29156695040)"
Picea pungens,"spruce, Colorado",12,1,Street,"(40.10316799830, -88.29170799410)"
Picea pungens,"spruce, Colorado",9,1,Street,"(40.10314599970, -88.29183230410)"
Picea pungens,"spruce, Colorado",7,1,Street,"(40.10313318080, -88.29191120830)"
vacant site large,"vacant site, large",0,0,Street,"(40.11824585170, -88.23736505070)"
vacant site large,"vacant site, large",0,0,Street,"(40.11846810970, -88.23701829580)"
vacant site large,"vacant site, large",0,0,Street,"(40.11858318790, -88.23702238850)"
Acer saccharinum,"maple, silver",38,1,Street,"(40.10286188400, -88.29292972870)"
Acer saccharinum,"maple, silver",24,1,Street,"(40.10228965170, -88.29441453010)"
Acer saccharum,"maple, sugar",17,1,Street,"(40.10219420330, -88.29441218940)"
Quercus rubra,"oak, northern red",5,1,Street,"(40.10818133040, -88.27249981750)"
vacant site large,"vacant site, large",0,0,Street,"(40.11870583790, -88.23702078520)"
vacant site large,"vacant site, large",0,0,Street,"(40.11891100460, -88.23701767090)"
Acer campestre,"maple, hedge",3,1,Street,"(40.09170380430, -88.25038978590)"
Pyrus calleryana,"pear, Callery",6,1,Street,"(40.10028893770, -88.29419500540)"
Aesculus glabra,"buckeye, Ohio",11,1,Street,"(40.10095289230, -88.29097706470)"
Morus alba,"mulberry, white",6,1,Street,"(40.10096384140, -88.29157117470)"
Fraxinus pennsylvanica,"ash, green",32,1,Street,"(40.10069224140, -88.29281261820)"
Acer saccharinum,"maple, silver",31,1,Street,"(40.10069873800, -88.29302180550)"
vacant site large,"vacant site, large",0,0,Street,"(40.11908471940, -88.23702307540)"
vacant site large,"vacant site, large",0,0,Street,"(40.11941797490, -88.23702260520)"
Quercus rubra,"oak, northern red",2,1,Street,"(40.09003521630, -88.25047437380)"
Cladrastis kentukea,yellowwood,11,1,Street,"(40.10082887950, -88.29153779800)"
Quercus palustris,"oak, pin",28,1,Street,"(40.10173281230, -88.29152051510)"
Fraxinus pennsylvanica,"ash, green",11,1,Street,"(40.10141858360, -88.29340076720)"
vacant site large,"vacant site, large",0,0,Street,"(40.11954715830, -88.23702102840)"
vacant site large,"vacant site, large",0,0,Street,"(40.11983953570, -88.23550970490)"
vacant site large,"vacant site, large",0,0,Street,"(40.11920070700, -88.23683343730)"
vacant site large,"vacant site, large",0,0,Street,"(40.11825650810, -88.23517686680)"
Quercus robur,"oak, English",27,1,Street,"(40.10229164790, -88.29087578320)"
Cercidiphyllum japonicum,katsuratree,4,1,Street,"(40.10088357880, -88.29090404070)"
Acer platanoides,"maple, Norway",19,1,Street,"(40.10075856710, -88.29090640620)"
Picea omorika,"spruce, Serbian",9,1,Street,"(40.10024905010, -88.29076723890)"
Juniperus virginiana,"redcedar, eastern",12,2,Street,"(40.10149521370, -88.28992940180)"
Acer campestre,"maple, hedge",12,1,Street,"(40.10109975730, -88.28994245050)"
vacant site large,"vacant site, large",0,0,Street,"(40.11825851840, -88.23499021680)"
vacant site large,"vacant site, large",0,0,Street,"(40.11826218060, -88.23419839160)"
vacant site large,"vacant site, large",0,0,Street,"(40.11826204620, -88.23404142230)"
vacant site large,"vacant site, large",0,0,Street,"(40.11826665200, -88.23307850250)"
vacant site large,"vacant site, large",0,0,Street,"(40.11826423940, -88.23279710510)"
Acer saccharum,"maple, sugar",2,1,Street,"(40.09129013140, -88.25048972230)"
Quercus imbricaria,"oak, shingle",9,1,Street,"(40.10025177980, -88.28854257540)"
Picea pungens,"spruce, Colorado",14,1,Street,"(40.09954241130, -88.28804051830)"
Picea pungens,"spruce, Colorado",8,1,Street,"(40.09950845800, -88.28783996810)"
vacant site large,"vacant site, large",0,0,Street,"(40.11826725860, -88.23254398290)"
vacant site large,"vacant site, large",0,0,Street,"(40.11826923630, -88.23232483050)"
vacant site large,"vacant site, large",0,0,Street,"(40.11827046620, -88.23063299050)"
Acer rubrum,"maple, red",18,1,Street,"(40.10746584040, -88.28007162470)"
Quercus bicolor,"oak, swamp white",18,1,Street,"(40.10608046300, -88.28078991710)"
Picea pungens,"spruce, Colorado",10,1,Street,"(40.10028894560, -88.28832213660)"
Platanus occidentalis,"sycamore, American",32,1,Street,"(40.10048029430, -88.28857109450)"
Prunus serotina,"cherry, black",7,1,Street,"(40.10060218820, -88.28867017660)"
Picea pungens,"spruce, Colorado",19,1,Street,"(40.10072748010, -88.28875384980)"
Gleditsia triacanthos inermis,"honeylocust, thornless",22,1,Street,"(40.10051060240, -88.28745384220)"
Acer saccharinum,"maple, silver",14,1,Street,"(40.10043703550, -88.28739004780)"
vacant site large,"vacant site, large",0,0,Street,"(40.11839872640, -88.22938136560)"
vacant site large,"vacant site, large",0,0,Street,"(40.11839230020, -88.23008423530)"
Platanus occidentalis,"sycamore, American",24,1,Street,"(40.10040762520, -88.28736454440)"
Fraxinus pennsylvanica,"ash, green",12,1,Street,"(40.10037085160, -88.28732306710)"
Acer saccharinum,"maple, silver",33,1,Street,"(40.10026296430, -88.28724335310)"
Picea pungens,"spruce, Colorado",17,1,Street,"(40.09972857110, -88.28703305980)"
Quercus bicolor,"oak, swamp white",9,1,Street,"(40.10032659640, -88.28696881070)"
Acer x freemanii,"maple, Freeman",4,1,Street,"(40.10102540350, -88.28768646050)"
vacant site large,"vacant site, large",0,0,Street,"(40.12030766900, -88.23235539020)"
vacant site large,"vacant site, large",0,0,Street,"(40.12016097590, -88.23239304490)"
Acer rubrum,"maple, red",5,1,Street,"(40.10111856160, -88.28772790070)"
stump,stump,13,1,Street,"(40.10121168090, -88.28774060030)"
Fraxinus pennsylvanica,"ash, green",16,1,Street,"(40.10136949900, -88.28698325970)"
Fraxinus pennsylvanica,"ash, green",20,1,Street,"(40.10115170460, -88.28624215360)"
Cercis canadensis,"redbud, eastern",20,1,Street,"(40.10116498200, -88.28635542730)"
Acer saccharinum,"maple, silver",29,1,Street,"(40.10124261520, -88.28656224320)"
vacant site large,"vacant site, large",0,0,Street,"(40.11944253950, -88.23218736160)"
vacant site large,"vacant site, large",0,0,Street,"(40.11933278740, -88.23284641320)"
Picea pungens,"spruce, Colorado",8,1,Street,"(40.10171213480, -88.28785977010)"
Picea pungens,"spruce, Colorado",17,1,Street,"(40.10169330580, -88.28807651970)"
Acer saccharinum,"maple, silver",31,1,Street,"(40.10171418580, -88.28826121310)"
Quercus macrocarpa,"oak, bur",4,1,Street,"(40.10171245670, -88.28868725290)"
vacant site large,"vacant site, large",0,0,Street,"(40.11933055920, -88.23299931210)"
vacant site large,"vacant site, large",0,0,Street,"(40.11932804400, -88.23348775240)"
Acer rubrum,"maple, red",2,1,Street,"(40.09276816420, -88.24912702290)"
Pinus strobus,"pine, eastern white",22,1,Street,"(40.10172607810, -88.28963787720)"
Acer saccharinum,"maple, silver",19,1,Street,"(40.10236706960, -88.28936657000)"
Tilia americana,"linden, American",11,1,Street,"(40.10234936230, -88.28759091550)"
Tilia cordata,"linden, littleleaf",16,1,Street,"(40.10234740190, -88.28742343820)"
Quercus rubra,"oak, northern red",7,1,Street,"(40.10234543730, -88.28724613040)"
Quercus rubra,"oak, northern red",7,1,Street,"(40.10234727750, -88.28711068060)"
Acer rubrum,"maple, red",7,1,Street,"(40.10233084600, -88.28632130850)"
Acer saccharum,"maple, sugar",3,1,Street,"(40.09318987540, -88.24909758710)"
vacant site large,"vacant site, large",0,0,Street,"(40.11921541400, -88.23352152840)"
vacant site large,"vacant site, large",0,0,Street,"(40.11921758510, -88.23333348100)"
vacant site large,"vacant site, large",0,0,Street,"(40.11921854480, -88.23307817720)"
vacant site large,"vacant site, large",0,0,Street,"(40.11921818410, -88.23266236360)"
vacant site large,"vacant site, large",0,0,Street,"(40.11922027610, -88.23235356610)"
vacant site large,"vacant site, large",0,0,Street,"(40.11909220750, -88.23218559230)"
vacant site large,"vacant site, large",0,0,Street,"(40.11838739680, -88.23284244140)"
Juniperus spp.,"juniper, spp.",8,2,Street,"(40.10441041790, -88.28689203830)"
Acer saccharinum,"maple, silver",40,1,Street,"(40.10454711030, -88.28658361040)"
Acer saccharinum,"maple, silver",26,2,Street,"(40.10452279340, -88.28721177210)"
Quercus palustris,"oak, pin",26,1,Street,"(40.10437219520, -88.28783315360)"
Acer saccharinum,"maple, silver",28,1,Street,"(40.10409523410, -88.28823762060)"
Tilia cordata,"linden, littleleaf",19,1,Street,"(40.10403747170, -88.28850720400)"
Tilia cordata,"linden, littleleaf",7,3,Street,"(40.10442697590, -88.28886325780)"
vacant site large,"vacant site, large",0,0,Street,"(40.11932382190, -88.23471149610)"
vacant site large,"vacant site, large",0,0,Street,"(40.11837591030, -88.23448738690)"
Gleditsia triacanthos inermis,"honeylocust, thornless",20,1,Street,"(40.10428316650, -88.28888165480)"
Morus alba,"mulberry, white",1,1,Street,"(40.10341669010, -88.28885937550)"
Fraxinus pennsylvanica,"ash, green",22,1,Street,"(40.10313251180, -88.28877730390)"
Gleditsia triacanthos inermis,"honeylocust, thornless",21,1,Street,"(40.10313248010, -88.28869508300)"
Acer rubrum,"maple, red",20,1,Street,"(40.10313418590, -88.28856259890)"
Acer saccharinum,"maple, silver",20,1,Street,"(40.10315512750, -88.28827023600)"
vacant site large,"vacant site, large",0,0,Street,"(40.11837253480, -88.23464943890)"
vacant site large,"vacant site, large",0,0,Street,"(40.11837620210, -88.23482982370)"
Acer saccharinum,"maple, silver",20,1,Street,"(40.10316034310, -88.28819941530)"
Quercus palustris,"oak, pin",28,1,Street,"(40.10245501150, -88.28756489180)"
Acer saccharinum,"maple, silver",26,1,Street,"(40.10248017530, -88.28916831090)"
vacant site large,"vacant site, large",0,0,Street,"(40.11856913480, -88.23535544910)"
vacant site large,"vacant site, large",0,0,Street,"(40.11892240080, -88.23535340450)"
vacant site large,"vacant site, large",0,0,Street,"(40.11943881480, -88.23535877770)"
vacant site large,"vacant site, large",0,0,Street,"(40.11957025680, -88.23536624100)"
vacant site large,"vacant site, large",0,0,Street,"(40.11997484730, -88.23428862240)"
Prunus spp.,"cherry/plum, spp.",1,1,Street,"(40.10400985140, -88.28971781590)"
Acer saccharum,"maple, sugar",20,1,Street,"(40.10242902640, -88.29174390630)"
Fraxinus americana,"ash, white",22,1,Street,"(40.10238668870, -88.29195144830)"
Fraxinus americana,"ash, white",9,1,Street,"(40.10235952030, -88.29205134420)"
vacant site large,"vacant site, large",0,0,Street,"(40.12006896760, -88.23596098820)"
vacant site large,"vacant site, large",0,0,Street,"(40.13276004970, -88.27297273600)"
Quercus rubra,"oak, northern red",3,1,Street,"(40.09419443790, -88.24870224020)"
Acer saccharum,"maple, sugar",15,1,Street,"(40.10231635890, -88.29424339010)"
Acer saccharinum,"maple, silver",25,1,Street,"(40.09987318920, -88.29476600840)"
Picea pungens,"spruce, Colorado",9,1,Street,"(40.09987065100, -88.29448143170)"
Cercis canadensis,"redbud, eastern",17,3,Street,"(40.09984528310, -88.29390378250)"
Malus spp.,"crabapple, flowering",12,1,Street,"(40.09984523960, -88.29377634620)"
vacant site large,"vacant site, large",0,0,Street,"(40.13304448050, -88.27437965090)"
vacant site large,"vacant site, large",0,0,Street,"(40.12110670440, -88.24981663060)"
Juniperus spp.,"juniper, spp.",5,5,Street,"(40.10731838850, -88.29247402710)"
Picea glauca,"spruce, white",9,1,Street,"(40.09945583370, -88.29342350540)"
Juniperus virginiana,"redcedar, eastern",11,1,Street,"(40.09930539890, -88.29341651550)"
Picea pungens,"spruce, Colorado",11,1,Street,"(40.09910421590, -88.29343550700)"
Picea pungens,"spruce, Colorado",12,1,Street,"(40.09898823550, -88.29343793400)"
Acer saccharinum,"maple, silver",28,2,Street,"(40.09861668490, -88.29344051020)"
Picea pungens,"spruce, Colorado",12,1,Street,"(40.09874347890, -88.29327285920)"
vacant site large,"vacant site, large",0,0,Street,"(40.12110000200, -88.24924158450)"
vacant site large,"vacant site, large",0,0,Street,"(40.12110116270, -88.24868701780)"
Acer rubrum,"maple, red",4,1,Street,"(40.09927810300, -88.29307193790)"
vacant site large,"vacant site, large",0,0,Street,"(40.12109129060, -88.24806491870)"
vacant site large,"vacant site, large",0,0,Street,"(40.12109168760, -88.24649326300)"
vacant site large,"vacant site, large",0,0,Street,"(40.12123594670, -88.24823662530)"
vacant site large,"vacant site, large",0,0,Street,"(40.12192551200, -88.25023310420)"
vacant site large,"vacant site, large",0,0,Street,"(40.12123645890, -88.25111183060)"
vacant site large,"vacant site, large",0,0,Street,"(40.12124591890, -88.25226500560)"
Juniperus spp.,"juniper, spp.",4,5,Street,"(40.10737233000, -88.29247399480)"
Acer saccharinum,"maple, silver",25,1,Street,"(40.09944100820, -88.28998121650)"
Acer platanoides,"maple, Norway",20,1,Street,"(40.09885015740, -88.29000282460)"
Quercus bicolor,"oak, swamp white",5,1,Street,"(40.09951343760, -88.28979704120)"
Acer rubrum,"maple, red",28,1,Street,"(40.09933188710, -88.28895930060)"
vacant site large,"vacant site, large",0,0,Street,"(40.12123674300, -88.25264769550)"
vacant site large,"vacant site, large",0,0,Street,"(40.12124001520, -88.25281342860)"
Malus spp.,"crabapple, flowering",3,1,Street,"(40.09026707720, -88.24571035850)"
Acer saccharum,"maple, sugar",3,1,Street,"(40.08696439630, -88.24934421710)"
Acer saccharinum,"maple, silver",17,2,Street,"(40.09865366030, -88.28806055330)"
Picea abies,"spruce, Norway",15,1,Street,"(40.09903602750, -88.28785022010)"
Platanus occidentalis,"sycamore, American",28,1,Street,"(40.09907353210, -88.28648837560)"
Prunus spp.,"cherry/plum, spp.",8,1,Street,"(40.09949311490, -88.28876330600)"
vacant site large,"vacant site, large",0,0,Street,"(40.12124167090, -88.25294440710)"
vacant site large,"vacant site, large",0,0,Street,"(40.12014614770, -88.25682563300)"
vacant site large,"vacant site, large",0,0,Street,"(40.12014055380, -88.25434030380)"
